"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Target genes (miRTarBase)","SEMA7A","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SERF1A","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SERF1B","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SERF2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SERINC1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SESN1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SGMS1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SGPL1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SGTB","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SH3BP5","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SH3GLB1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC12A6","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC1A5","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC22A23","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC25A33","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC25A44","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC25A46","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC35F6","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC5A3","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC6A4","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC7A11","enriched","3.81e-4","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLCO5A1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SMAD4","enriched","0.0010047","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SMAD5","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SMIM13","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SMOC1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SNAP47","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SOCS5","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SOCS7","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SOD2","enriched","8.05e-5","0.0189655","0.0189655","9","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-885-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SON","enriched","6.27e-4","0.0189655","0.0189655","11","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-106b-5p; hsa-miR-1225-5p"
"Target genes (miRTarBase)","SORCS2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SP4","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SPCS1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SPIB","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SPTLC2","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SRSF2","enriched","0.0010047","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-885-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SSX2IP","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","STAC2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","STK11IP","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","STX4","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SUGP1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SYNPO2L","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TAX1BP1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TBL1XR1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TCF7L2","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","THEM4","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TLR7","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TM4SF5","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM100","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM131L","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM133","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM134","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM200C","enriched","1.13e-4","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM242","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM38A","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMOD3","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TNFRSF10B","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TNFRSF21","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TNIP3","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TNKS2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TP53INP1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TPK1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TRAF3IP2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TRIM37","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TRIOBP","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TRIP10","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TSG101","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TSKU","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TTC9","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TWF1","enriched","4.04e-4","0.0189655","0.0189655","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TXK","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","UBE2V2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","UBOX5","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ULK1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","UNK","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","VDAC1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","VEGFA","enriched","9.08e-4","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WDR53","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WDR73","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WDR92","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WIPF2","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WNK3","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WSB1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WWC1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","XIAP","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","XIRP2","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","YIPF4","enriched","3.81e-4","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","YOD1","enriched","9.08e-4","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","YTHDC1","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBED1","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB25","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB33","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB37","enriched","1.13e-4","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB5","enriched","1.13e-4","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZC3H12C","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZDHHC20","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZFYVE9","enriched","0.0010047","0.0189655","0.0189655","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-1225-5p"
"Target genes (miRTarBase)","ZNF12","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF174","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF180","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF264","enriched","0.0017805","0.0189655","0.0189655","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF385A","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF417","enriched","7.95e-4","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF426","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF446","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
